student_id,vle_engagement_score,entrepreneurial_grit_index,innovation_credits_completed,competitions_participated,competitions_won,portfolio_achievement_scale,skills_possessed,skills_seeking,competition_history,has_startup,startup_industry,semantic_pitch_statement,tech_readiness_level_trl,mentorship_hours,founder_idea_fit_score,market_readiness_score,team_size,patents_filed,technology_transfers_completed,revenue_generated_usd,seed_funding_received,startup_achievement,startup_achievement_scale,investor_details,success_prediction_label
STU06023,165,5,7,0,0,1.6,IoT | Natural Language Processing | Embedded Systems | Blockchain,UI/UX Design,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06024,159,4.1,4,7,0,2.4,Data Engineering,Natural Language Processing,National Hackathon | Smart India Hackathon (SIH) | Product Design Sprint | State-Level Startup Pitch | IEEE Paper Presentation | Social Entrepreneurship Challenge | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06025,77,3.5,5,12,5,9.2,AR/VR Development | Cybersecurity | DevOps | Blockchain,Python | Data Engineering,Campus Ideathon | Social Entrepreneurship Challenge | National Hackathon | IEEE Paper Presentation | Data Science Olympiad | Climate Action Hackathon | Product Design Sprint | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06026,231,2.4,4,10,2,5.2,Machine Learning | Python | Computer Vision,Blockchain | Data Analysis,Product Design Sprint | National Hackathon | Campus Ideathon | Inter-College Innovation Challenge | Social Entrepreneurship Challenge | Climate Action Hackathon | IEEE Paper Presentation | Smart India Hackathon (SIH) | State-Level Startup Pitch | Data Science Olympiad,1,CivicTech,We solve manual compliance reporting in hospitals for low-income urban households by building a blockchain-backed traceability ledger in the CivicTech sector.,3,16,0.57,0.31,4,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,5.1,Bootstrapped,0
STU06027,445,3.3,5,10,2,5.3,UI/UX Design | Android Development,iOS Development | Python | Node.js,IEEE Paper Presentation | Climate Action Hackathon | Smart India Hackathon (SIH) | Product Design Sprint | National Hackathon | Campus Ideathon | State-Level Startup Pitch | Inter-College Innovation Challenge | Data Science Olympiad | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06028,326,1.9,8,1,1,3,Cybersecurity,IoT | Business Analytics | Blockchain,Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06029,77,1.5,11,1,0,2,React.js | Node.js,IoT | Django | Cloud Computing,Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06030,465,4,3,0,0,1.2,Business Analytics | Data Engineering | Node.js | IoT,React.js,None,1,LegalTech,We solve lack of affordable mental health access for first-generation college students by building a gamified financial literacy learning app in the LegalTech sector.,1,23,0.57,0.73,5,0,0,0,0,Selected for Atal Incubation Mission,4.2,Bootstrapped,0
STU06031,485,5.4,0,7,7,10,Data Analysis | Natural Language Processing | Node.js,Cloud Computing | AR/VR Development | Blockchain,State-Level Startup Pitch | Campus Ideathon | IEEE Paper Presentation | Product Design Sprint | Smart India Hackathon (SIH) | National Hackathon | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06032,415,6.8,0,3,0,1.4,iOS Development,Business Analytics,Campus Ideathon | Inter-College Innovation Challenge | Data Science Olympiad,1,SpaceTech,We solve lack of affordable mental health access for environmental compliance officers by building a peer-to-peer micro-mentorship application in the SpaceTech sector.,2,66,0.73,0.55,3,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,4.2,Bootstrapped,0
STU06033,319,5.5,4,12,4,7.9,Django | iOS Development,AR/VR Development | Blockchain | Natural Language Processing,Data Science Olympiad | IEEE Paper Presentation | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | National Hackathon | Smart India Hackathon (SIH) | Climate Action Hackathon | Product Design Sprint | Campus Ideathon | State-Level Startup Pitch,1,BioTech,We solve fragmented agricultural market data for logistics managers in emerging markets by building a mobile-first community engagement platform in the BioTech sector.,8,30,0.83,0.94,4,1,0,0,0,Featured in YourStory Startup Edition,8.4,University Seed Fund,0
STU06034,237,6.5,9,0,0,1.7,Computer Vision | IoT | Cybersecurity,Node.js,None,1,RetailTech,We solve high student dropout rates in rural areas for environmental compliance officers by building a conversational AI patient triage assistant in the RetailTech sector.,1,26,0.76,0.97,6,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,3.5,Bootstrapped,0
STU06035,324,3.5,7,3,0,2,iOS Development | IoT | DevOps,React.js | AR/VR Development | Embedded Systems,National Hackathon | Data Science Olympiad | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06036,191,1.8,5,2,0,1.7,Business Analytics | iOS Development,React.js,Climate Action Hackathon | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06037,301,3.3,11,6,3,6.4,AR/VR Development | Data Engineering | Machine Learning | Cybersecurity,Android Development | DevOps,Inter-College Innovation Challenge | Data Science Olympiad | National Hackathon | Climate Action Hackathon | IEEE Paper Presentation | Product Design Sprint,1,EdTech,We solve manual compliance reporting in hospitals for school teachers in tier-3 districts by building a peer-to-peer micro-mentorship application in the EdTech sector.,2,27,0.75,0.6,6,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,4.7,Bootstrapped,0
STU06038,223,4,11,0,0,1.9,Natural Language Processing,Data Analysis,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06039,96,5.7,10,4,2,4.8,Node.js | UI/UX Design | React.js | Django,DevOps,Smart India Hackathon (SIH) | Data Science Olympiad | Social Entrepreneurship Challenge | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06040,21,6.1,12,6,2,5.3,Data Engineering | AR/VR Development | iOS Development,DevOps,Campus Ideathon | Smart India Hackathon (SIH) | Product Design Sprint | Data Science Olympiad | Climate Action Hackathon | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06041,299,3.6,3,9,9,10,Blockchain | Data Analysis | Cloud Computing,DevOps | Android Development,Climate Action Hackathon | Social Entrepreneurship Challenge | National Hackathon | Product Design Sprint | Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | State-Level Startup Pitch | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06042,146,5.1,8,6,2,4.9,IoT | Data Engineering | AR/VR Development | Android Development,Blockchain | Django | DevOps,Data Science Olympiad | Product Design Sprint | IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06043,445,5.7,3,7,4,7.1,Data Engineering | React.js | Machine Learning | Cloud Computing,Python | Android Development,State-Level Startup Pitch | Social Entrepreneurship Challenge | Campus Ideathon | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | National Hackathon | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06044,312,3.1,12,0,0,2,iOS Development | Django,Business Analytics | Cybersecurity | Machine Learning,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06045,322,1.9,9,10,1,4.4,Cloud Computing | Data Analysis,Android Development | Cybersecurity | Node.js,Smart India Hackathon (SIH) | Data Science Olympiad | Product Design Sprint | Inter-College Innovation Challenge | State-Level Startup Pitch | Climate Action Hackathon | IEEE Paper Presentation | Social Entrepreneurship Challenge | Campus Ideathon | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06046,206,1.1,6,11,4,7.9,Computer Vision | Cybersecurity,iOS Development | Data Analysis | Node.js,Climate Action Hackathon | Product Design Sprint | Smart India Hackathon (SIH) | Data Science Olympiad | State-Level Startup Pitch | Social Entrepreneurship Challenge | Campus Ideathon | National Hackathon | Inter-College Innovation Challenge | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06047,54,4.3,3,6,5,8.1,Node.js,Cloud Computing,Inter-College Innovation Challenge | IEEE Paper Presentation | State-Level Startup Pitch | Smart India Hackathon (SIH) | Product Design Sprint | Campus Ideathon,1,FinTech,We solve high student dropout rates in rural areas for senior citizens by building a computer-vision quality inspection tool in the FinTech sector.,6,31,0.85,0.7,1,0,0,0,0,Selected for Atal Incubation Mission,6.8,University Seed Fund,0
STU06048,254,3.5,8,7,5,8.7,Embedded Systems | Machine Learning | Data Engineering,Business Analytics | Android Development | iOS Development,Inter-College Innovation Challenge | State-Level Startup Pitch | Climate Action Hackathon | National Hackathon | Campus Ideathon | IEEE Paper Presentation | Social Entrepreneurship Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06049,311,4.7,10,5,0,2.6,React.js,Embedded Systems | UI/UX Design | IoT,Product Design Sprint | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | National Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06050,246,2,9,1,1,3.1,Embedded Systems | Android Development | Python | Django,AR/VR Development | IoT | Blockchain,Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06051,317,3.4,6,0,0,1.5,Machine Learning | Business Analytics | React.js,DevOps | Data Analysis | Embedded Systems,None,1,CivicTech,We solve inadequate early flood warning systems for early-stage startup founders by building a gamified financial literacy learning app in the CivicTech sector.,9,81,0.59,0.75,7,2,2,55836,1,Onboarded 500+ Beta Users,9.3,Corporate Innovation Arm,1
STU06052,188,4.5,10,7,4,7.6,Computer Vision | Data Engineering | Cybersecurity,UI/UX Design,Smart India Hackathon (SIH) | State-Level Startup Pitch | Climate Action Hackathon | Campus Ideathon | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06053,436,1.6,5,5,4,7,Python | Android Development | Machine Learning,Embedded Systems,Product Design Sprint | Campus Ideathon | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | IEEE Paper Presentation,1,HealthTech,We solve lack of affordable mental health access for environmental compliance officers by building a gamified financial literacy learning app in the HealthTech sector.,7,48,0.67,0.94,6,3,3,0,1,Reached ₹5 Lakh Monthly Recurring Revenue,9,Angel Syndicate (₹25L round),0
STU06054,135,6.7,1,6,1,3.2,Android Development | DevOps | Embedded Systems,Blockchain,Social Entrepreneurship Challenge | IEEE Paper Presentation | Inter-College Innovation Challenge | Campus Ideathon | Product Design Sprint | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06055,127,1.3,4,0,0,1.3,Computer Vision | Natural Language Processing | IoT,iOS Development | Node.js,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06056,18,6.1,12,6,0,2.9,UI/UX Design | Data Engineering | Node.js,AR/VR Development,Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Campus Ideathon | National Hackathon | IEEE Paper Presentation | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06057,424,5.8,7,0,0,1.6,Android Development,Data Engineering | DevOps,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06058,152,1.2,5,7,3,6,iOS Development,DevOps,IEEE Paper Presentation | National Hackathon | Data Science Olympiad | State-Level Startup Pitch | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Campus Ideathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06059,298,3.1,6,0,0,1.5,IoT | Blockchain | Python,DevOps,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06060,472,4.3,12,11,3,7.2,Business Analytics,DevOps,Inter-College Innovation Challenge | IEEE Paper Presentation | Product Design Sprint | National Hackathon | Campus Ideathon | Climate Action Hackathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | State-Level Startup Pitch | Data Science Olympiad,1,EdTech,We solve fragmented agricultural market data for first-generation college students by building a no-code automation workflow engine in the EdTech sector.,4,91,0.77,0.34,6,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,5.1,Bootstrapped,1
STU06061,209,3,3,6,0,2.1,Android Development,DevOps,Social Entrepreneurship Challenge | Data Science Olympiad | Product Design Sprint | Smart India Hackathon (SIH) | Climate Action Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06062,431,4.2,2,2,2,3.9,Data Engineering | Node.js,iOS Development | AR/VR Development,IEEE Paper Presentation | Data Science Olympiad,1,LegalTech,We solve poor financial literacy among youth for environmental compliance officers by building a no-code automation workflow engine in the LegalTech sector.,5,57,0.69,0.73,6,0,0,0,1,Completed DST-NIDHI PRAYAS Grant,7.8,University Seed Fund,0
STU06063,407,6.9,5,7,3,6,Blockchain | Business Analytics,IoT | Python,National Hackathon | IEEE Paper Presentation | State-Level Startup Pitch | Campus Ideathon | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | Data Science Olympiad,1,HealthTech,We solve lack of affordable mental health access for low-income urban households by building a blockchain-backed traceability ledger in the HealthTech sector.,7,91,0.92,0.57,4,2,2,0,1,Completed DST-NIDHI PRAYAS Grant,9.1,Angel Syndicate (₹25L round),1
STU06064,112,1.8,11,8,2,5.5,Python | iOS Development,Machine Learning | Natural Language Processing,Inter-College Innovation Challenge | IEEE Paper Presentation | State-Level Startup Pitch | Campus Ideathon | Data Science Olympiad | Climate Action Hackathon | Product Design Sprint | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06065,148,3.8,9,8,8,10,UI/UX Design,Data Analysis,Social Entrepreneurship Challenge | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch | Inter-College Innovation Challenge | Climate Action Hackathon | Product Design Sprint | IEEE Paper Presentation,1,FinTech,We solve untapped renewable energy in tier-2 cities for senior citizens by building a mobile-first community engagement platform in the FinTech sector.,7,22,0.93,0.96,5,2,2,0,0,Selected for Atal Incubation Mission,7.5,Government TIDE 2.0 Grant,0
STU06066,55,2.5,2,1,0,1.3,Computer Vision,AR/VR Development | Cybersecurity,Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06067,73,3.2,6,10,2,5.4,Natural Language Processing | Data Analysis | Blockchain,Cybersecurity | Computer Vision,Inter-College Innovation Challenge | Campus Ideathon | Product Design Sprint | IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06068,487,1.3,1,2,1,2.6,Django | iOS Development | DevOps | Machine Learning,Blockchain | Android Development | AR/VR Development,Social Entrepreneurship Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06069,389,6.9,7,4,3,5.8,Natural Language Processing | Cybersecurity | Embedded Systems | Data Analysis,Django,National Hackathon | State-Level Startup Pitch | Smart India Hackathon (SIH) | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06070,417,1.5,5,0,0,1.4,Data Analysis | Data Engineering | Cloud Computing,Natural Language Processing | React.js | IoT,None,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06071,25,4.4,11,10,9,10,Android Development | Data Engineering,iOS Development | Django | Business Analytics,Smart India Hackathon (SIH) | Campus Ideathon | State-Level Startup Pitch | Product Design Sprint | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | Data Science Olympiad | Climate Action Hackathon | IEEE Paper Presentation | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06072,356,4.5,6,11,7,10,IoT | Cybersecurity,Cloud Computing,Product Design Sprint | Campus Ideathon | Data Science Olympiad | Smart India Hackathon (SIH) | National Hackathon | Inter-College Innovation Challenge | State-Level Startup Pitch | IEEE Paper Presentation | Social Entrepreneurship Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06073,174,2.8,11,9,5,9.2,Node.js | Cloud Computing,IoT | UI/UX Design,IEEE Paper Presentation | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | National Hackathon | Climate Action Hackathon | Campus Ideathon | Product Design Sprint | Data Science Olympiad | Social Entrepreneurship Challenge,1,CivicTech,We solve untapped renewable energy in tier-2 cities for small business owners by building an IoT sensor network with real-time alerts in the CivicTech sector.,6,31,0.84,0.69,6,0,0,0,0,Completed DST-NIDHI PRAYAS Grant,6.1,Bootstrapped,0
STU06074,406,5.3,0,10,7,10,IoT | Natural Language Processing,Node.js | Machine Learning,State-Level Startup Pitch | Climate Action Hackathon | Data Science Olympiad | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | IEEE Paper Presentation | Product Design Sprint | Campus Ideathon | National Hackathon,1,LegalTech,We solve inaccessible legal aid for low-income families for logistics managers in emerging markets by building a conversational AI patient triage assistant in the LegalTech sector.,3,81,0.97,0.99,4,0,0,0,0,Filed Provisional Patent,5.3,Bootstrapped,0
STU06075,297,6.4,7,1,1,2.9,Natural Language Processing,IoT | Python | Django,Data Science Olympiad,1,CivicTech,We solve inaccessible legal aid for low-income families for environmental compliance officers by building a conversational AI patient triage assistant in the CivicTech sector.,6,24,0.84,0.62,7,0,0,0,0,Onboarded 500+ Beta Users,7,SIDBI Startup Mitra Fund,0
STU06076,381,2.3,8,3,1,3.3,Machine Learning | iOS Development,Django | Blockchain,Smart India Hackathon (SIH) | Inter-College Innovation Challenge | Data Science Olympiad,1,CivicTech,We solve poor financial literacy among youth for early-stage startup founders by building a mobile-first community engagement platform in the CivicTech sector.,9,94,0.56,0.33,1,3,2,34610,1,Selected for Atal Incubation Mission,9.4,Corporate Innovation Arm,0
STU06077,193,6.8,4,5,3,5.7,UI/UX Design | Cybersecurity | IoT,Android Development | Data Analysis,Smart India Hackathon (SIH) | State-Level Startup Pitch | IEEE Paper Presentation | Product Design Sprint | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06078,423,2.7,5,6,4,7.1,Python,Data Analysis | Embedded Systems,Data Science Olympiad | Smart India Hackathon (SIH) | Inter-College Innovation Challenge | National Hackathon | Climate Action Hackathon | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06079,387,6,6,6,5,8.4,UI/UX Design | Business Analytics | Blockchain,Computer Vision,Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | Product Design Sprint | National Hackathon | Inter-College Innovation Challenge,1,RetailTech,We solve fragmented agricultural market data for first-generation college students by building a federated machine learning recommendation system in the RetailTech sector.,8,88,0.88,0.52,4,1,1,35501,1,Filed Provisional Patent,9.7,Tier-1 VC Partner (₹1Cr seed),1
STU06080,66,3.6,5,8,1,3.8,Computer Vision | AR/VR Development | DevOps,React.js | Embedded Systems | Business Analytics,Data Science Olympiad | Inter-College Innovation Challenge | Campus Ideathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge | State-Level Startup Pitch | Climate Action Hackathon | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06081,189,7,12,5,0,2.7,Data Analysis,Machine Learning,IEEE Paper Presentation | National Hackathon | Climate Action Hackathon | Campus Ideathon | Data Science Olympiad,1,EdTech,We solve inefficient supply chain visibility for school teachers in tier-3 districts by building a blockchain-backed traceability ledger in the EdTech sector.,8,39,0.82,0.63,8,2,2,79394,0,Selected for Atal Incubation Mission,8.4,Government TIDE 2.0 Grant,1
STU06082,478,2,1,11,2,5.1,Data Engineering | IoT | Cybersecurity | Django,Natural Language Processing | iOS Development | Cloud Computing,Climate Action Hackathon | Inter-College Innovation Challenge | Campus Ideathon | Social Entrepreneurship Challenge | State-Level Startup Pitch | Product Design Sprint | Smart India Hackathon (SIH) | IEEE Paper Presentation | National Hackathon | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06083,247,3.8,6,2,0,1.8,Business Analytics | Blockchain | Android Development | Python,DevOps | Machine Learning,Product Design Sprint | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06084,62,3,12,8,5,9.2,Machine Learning | React.js,Natural Language Processing,Product Design Sprint | Social Entrepreneurship Challenge | Climate Action Hackathon | IEEE Paper Presentation | Inter-College Innovation Challenge | Data Science Olympiad | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06085,160,2.5,0,6,1,3.1,Business Analytics | AR/VR Development,Cybersecurity | Natural Language Processing | Android Development,Climate Action Hackathon | Inter-College Innovation Challenge | Data Science Olympiad | IEEE Paper Presentation | Smart India Hackathon (SIH) | State-Level Startup Pitch,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06086,128,2.3,3,4,0,1.8,IoT | Node.js | Data Analysis | Cloud Computing,Natural Language Processing | Computer Vision | AR/VR Development,Social Entrepreneurship Challenge | National Hackathon | Inter-College Innovation Challenge | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06087,81,3.6,11,7,7,10,React.js | Django | AR/VR Development | Blockchain,Android Development | Embedded Systems,Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | State-Level Startup Pitch | Inter-College Innovation Challenge | Climate Action Hackathon | IEEE Paper Presentation,1,HRTech,We solve inaccessible legal aid for low-income families for senior citizens by building a blockchain-backed traceability ledger in the HRTech sector.,7,58,0.92,0.33,5,1,0,0,1,Secured Letter of Intent from Industry Partner,8.8,Tier-1 VC Partner (₹1Cr seed),1
STU06088,186,2.9,4,9,0,2.7,Data Analysis | Machine Learning | Blockchain,Cybersecurity | IoT,Data Science Olympiad | National Hackathon | Product Design Sprint | State-Level Startup Pitch | Social Entrepreneurship Challenge | IEEE Paper Presentation | Campus Ideathon | Climate Action Hackathon | Smart India Hackathon (SIH),0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06089,241,4.6,4,7,6,9.6,Node.js | IoT | AR/VR Development | Python,Embedded Systems | iOS Development,Smart India Hackathon (SIH) | Climate Action Hackathon | IEEE Paper Presentation | Social Entrepreneurship Challenge | National Hackathon | Campus Ideathon | Inter-College Innovation Challenge,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06090,455,5,1,7,5,8.1,IoT | Blockchain,Cybersecurity | Data Analysis,Product Design Sprint | State-Level Startup Pitch | Campus Ideathon | National Hackathon | Social Entrepreneurship Challenge | Smart India Hackathon (SIH) | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06091,352,2.2,7,3,3,5.6,Cloud Computing | Node.js,Cybersecurity | Blockchain,Product Design Sprint | Climate Action Hackathon | National Hackathon,1,FinTech,We solve poor financial literacy among youth for senior citizens by building a peer-to-peer micro-mentorship application in the FinTech sector.,9,61,0.66,0.64,6,1,1,21428,1,Awarded BIRAC BIG Grant,9.8,Tier-1 VC Partner (₹1Cr seed),1
STU06092,159,1.4,9,10,10,10,UI/UX Design | Computer Vision,Business Analytics,Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | Product Design Sprint | Social Entrepreneurship Challenge | Inter-College Innovation Challenge | National Hackathon | State-Level Startup Pitch | Climate Action Hackathon | IEEE Paper Presentation,1,HRTech,We solve inefficient supply chain visibility for small business owners by building a no-code automation workflow engine in the HRTech sector.,2,16,0.84,0.31,3,0,0,0,0,Won Best DeepTech Prototype at National Hackathon,4.9,Bootstrapped,0
STU06093,132,5.2,5,9,4,7.6,React.js | Data Engineering | iOS Development,Cloud Computing | Machine Learning | DevOps,National Hackathon | Data Science Olympiad | IEEE Paper Presentation | Campus Ideathon | Inter-College Innovation Challenge | Product Design Sprint | Climate Action Hackathon | Smart India Hackathon (SIH) | Social Entrepreneurship Challenge,1,RetailTech,We solve high student dropout rates in rural areas for low-income urban households by building a no-code automation workflow engine in the RetailTech sector.,5,13,0.9,0.85,6,0,0,0,0,Awarded BIRAC BIG Grant,5.6,Bootstrapped,0
STU06094,495,3.6,4,5,2,4.5,Android Development | Python | Django,AR/VR Development | Data Engineering | IoT,Inter-College Innovation Challenge | Data Science Olympiad | Campus Ideathon | Smart India Hackathon (SIH) | Product Design Sprint,1,RetailTech,We solve untapped renewable energy in tier-2 cities for government health workers by building a no-code automation workflow engine in the RetailTech sector.,2,36,0.76,0.99,6,0,0,0,0,Featured in YourStory Startup Edition,4.1,Bootstrapped,0
STU06095,289,5.7,8,2,2,4.3,Business Analytics,Django | Machine Learning | Natural Language Processing,Inter-College Innovation Challenge | Social Entrepreneurship Challenge,1,RetailTech,We solve fragmented agricultural market data for low-income urban households by building a mobile-first community engagement platform in the RetailTech sector.,6,82,0.73,0.46,6,0,0,0,1,Secured Letter of Intent from Industry Partner,8.5,Angel Syndicate (₹25L round),0
STU06096,137,6.6,12,6,4,7.7,IoT | AR/VR Development | Cloud Computing | DevOps,React.js | Computer Vision,State-Level Startup Pitch | National Hackathon | Smart India Hackathon (SIH) | Campus Ideathon | Data Science Olympiad | Climate Action Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06097,157,6.8,10,8,4,7.8,Natural Language Processing,Android Development,IEEE Paper Presentation | Campus Ideathon | Data Science Olympiad | Product Design Sprint | Inter-College Innovation Challenge | Smart India Hackathon (SIH) | National Hackathon | Social Entrepreneurship Challenge,1,SpaceTech,We solve inefficient supply chain visibility for environmental compliance officers by building a federated machine learning recommendation system in the SpaceTech sector.,8,81,0.99,0.54,3,2,1,11381,1,Featured in YourStory Startup Edition,9.2,Corporate Innovation Arm,1
STU06098,280,6.6,8,2,2,4.3,DevOps | UI/UX Design | AR/VR Development,Data Engineering | Embedded Systems | Data Analysis,Data Science Olympiad | IEEE Paper Presentation,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06099,395,1.4,8,6,0,2.5,Node.js | Django | UI/UX Design,Python | Computer Vision | Data Analysis,Inter-College Innovation Challenge | Smart India Hackathon (SIH) | National Hackathon | Social Entrepreneurship Challenge | Climate Action Hackathon | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06100,83,6,6,2,1,3,iOS Development | AR/VR Development | Cloud Computing | Android Development,Django,Climate Action Hackathon | Data Science Olympiad,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
STU06101,397,1.8,12,10,10,10,IoT | DevOps,Python | AR/VR Development,IEEE Paper Presentation | State-Level Startup Pitch | Data Science Olympiad | Smart India Hackathon (SIH) | Campus Ideathon | National Hackathon | Product Design Sprint | Inter-College Innovation Challenge | Climate Action Hackathon | Social Entrepreneurship Challenge,1,LegalTech,We solve carbon-intensive logistics operations for small business owners by building a no-code automation workflow engine in the LegalTech sector.,1,96,0.95,0.42,7,0,0,0,0,Reached ₹5 Lakh Monthly Recurring Revenue,4,Bootstrapped,0
STU06102,111,5.3,7,12,8,10,Embedded Systems,UI/UX Design | iOS Development | Node.js,Climate Action Hackathon | Social Entrepreneurship Challenge | IEEE Paper Presentation | Data Science Olympiad | Campus Ideathon | Product Design Sprint | Smart India Hackathon (SIH) | State-Level Startup Pitch | Inter-College Innovation Challenge | National Hackathon,0,None,None,0,0,0,0,0,0,0,0,0,None,0,None,0
